Time,M1SetpointPWM,M2SetpointPWM,M1SetpointVel,M2SetpointVel,M1SetpointPos,M2SetpointPos,M1PWM,M2PWM,M1Speed,M2Speed,M1ISpeed,M2ISpeed,M1SpeedError,M2SpeedError,M1Pos,M2Pos,M1PosError,M2PosError,M1Current,M2Current,Temp1,Temp2,MBatt,LBatt
2.6215,0,0,0,0,0,0,5120,-5120,1386,1421,1500,1500,0,0,743,783,0,0,0.36,2.04,24.8,24.9,26.2,0
2.62395,0,0,0,0,0,0,5120,-5120,1380,1423,1200,1500,0,0,747,788,0,0,0.33,2.01,24.8,24.8,26.2,0
2.62655,0,0,0,0,0,0,5120,-5120,1384,1425,1500,1500,0,0,752,793,0,0,0.31,1.99,24.9,24.9,26.2,0
2.6291,0,0,0,0,0,0,5120,-5120,1387,1418,1500,1200,0,0,757,797,0,0,0.25,1.99,24.9,24.9,26.2,0
2.6321,0,0,0,0,0,0,5120,-5120,1387,1418,1500,1200,0,0,757,797,0,0,0.25,1.99,24.8,24.9,26.2,0
2.63445,0,0,0,0,0,0,5120,-5120,1382,1421,1200,1500,0,0,761,802,0,0,0.24,1.99,24.9,24.9,26.2,0
2.637,0,0,0,0,0,0,5120,-5120,1385,1423,1500,1500,0,0,766,807,0,0,0.24,1.95,24.9,24.9,26.2,0
2.63985,0,0,0,0,0,0,5120,-5120,1389,1426,1500,1500,0,0,771,812,0,0,0.24,1.95,24.8,24.9,26.2,0
2.6419,0,0,0,0,0,0,5120,-5120,1389,1426,1500,1500,0,0,771,812,0,0,0.24,1.95,24.8,24.9,26.2,0
2.6442,0,0,0,0,0,0,5120,-5120,1383,1428,1200,1500,0,0,775,817,0,0,0.22,1.89,24.8,24.8,26.2,0
2.6472,0,0,0,0,0,0,5120,-5120,1387,1430,1500,1500,0,0,780,822,0,0,0.22,1.87,24.8,24.9,26.2,0
2.6499,0,0,0,0,0,0,5120,-5120,1390,1433,1500,1500,0,0,785,827,0,0,0.18,1.87,24.8,24.8,26.2,0
2.6532,0,0,0,0,0,0,5120,-5120,1394,1435,1500,1500,0,0,790,832,0,0,0.15,1.87,24.9,24.8,26.2,0
2.65565,0,0,0,0,0,0,5120,-5120,1394,1435,1500,1500,0,0,790,832,0,0,0.13,1.87,24.9,24.8,26.2,0
2.6586,0,0,0,0,0,0,5120,-5120,1387,1437,1200,1500,0,0,794,837,0,0,0.12,1.87,24.9,24.9,26.2,0
2.6608,0,0,0,0,0,0,5120,-5120,1391,1429,1500,1200,0,0,799,841,0,0,0.12,1.89,24.9,24.9,26.2,0
2.6632,0,0,0,0,0,0,5120,-5120,1394,1432,1500,1500,0,0,804,846,0,0,0.12,1.87,24.9,24.9,26.2,0
2.66575,0,0,0,0,0,0,5120,-5120,1388,1434,1200,1500,0,0,808,851,0,0,0.12,1.87,24.9,24.9,26.2,0
2.6689,0,0,0,0,0,0,5120,-5120,1388,1434,1200,1500,0,0,808,851,0,0,0.1,1.89,24.9,24.9,26.2,0
2.6713,0,0,0,0,0,0,5120,-5120,1392,1436,1500,1500,0,0,813,856,0,0,0.1,1.89,24.9,24.9,26.2,0
2.6736,0,0,0,0,0,0,5120,-5120,1395,1438,1500,1500,0,0,818,861,0,0,0.09,1.89,24.9,24.9,26.2,0
2.67585,0,0,0,0,0,0,5120,-5120,1389,1430,1200,1200,0,0,822,865,0,0,0.06,1.89,24.9,24.9,26.2,0
2.67875,0,0,0,0,0,0,5120,-5120,1389,1430,1200,1200,0,0,822,865,0,0,0.06,1.87,24.8,24.9,26.2,0
2.68125,0,0,0,0,0,0,5120,-5120,1393,1433,1500,1500,0,0,827,870,0,0,0.03,1.87,24.8,24.9,26.2,0
2.6838,0,0,0,0,0,0,5120,-5120,1387,1435,1200,1500,0,0,831,875,0,0,0.03,1.87,24.9,24.9,26.2,0
2.68655,0,0,0,0,0,0,5120,-5120,1390,1437,1500,1500,0,0,836,880,0,0,0.03,1.87,24.8,24.9,26.2,0
